0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
-0.004616, -0.974411, 0.001239, -0.019066, -0.080424, 0.064877
-0.007078, -1.487625, 0.001500, -0.026604, -0.080514, 0.036750
-0.009571, -2.003952, 0.001417, -0.032097, -0.080471, 0.024203
-0.012205, -2.540726, 0.001281, -0.034836, -0.080510, 0.026907
-0.014752, -3.110664, 0.001172, -0.082024, -0.080506, 0.033717
-0.018907, -3.676750, 0.001377, 0.194283, -0.082345, -0.007626
-0.020978, -4.228310, 0.001252, 0.158546, -0.081277, 0.006205
-0.022977, -4.781158, 0.001326, 0.096588, -0.080911, 0.000215
-0.025091, -5.329460, 0.001326, 0.044411, -0.080575, -0.001465
-0.027444, -5.883141, 0.001287, -0.000389, -0.080294, 0.003541
-0.029665, -6.465439, 0.001210, -0.053223, -0.081277, 0.015467
-0.027983, -7.020340, 0.001315, -0.699883, -0.080236, -0.003022
-0.030757, -7.573662, 0.001325, -0.717400, -0.078343, -0.004935
-0.035297, -8.123405, 0.001318, -0.609222, -0.078072, -0.003965
-0.040129, -8.678444, 0.001285, -0.484558, -0.079157, 0.001540
-0.044745, -9.243721, 0.001259, -0.378632, -0.080164, 0.006000
-0.049013, -9.814095, 0.001264, -0.294426, -0.080758, 0.005085
-0.052911, -10.382423, 0.001288, -0.229462, -0.081033, 0.001035
-0.056481, -10.945168, 0.001310, -0.179932, -0.081125, -0.002742
-0.059778, -11.502518, 0.001319, -0.142166, -0.081155, -0.004361
-0.062873, -12.057861, 0.001312, -0.113800, -0.081125, -0.003145
-0.065832, -12.616188, 0.001293, -0.091972, -0.081064, 0.000167
-0.068742, -13.179810, 0.001278, -0.076927, -0.080819, 0.002715
-0.071635, -13.746346, 0.001279, -0.067108, -0.080758, 0.002496
-0.074501, -14.311935, 0.001291, -0.060539, -0.080728, 0.000379
-0.077361, -14.874298, 0.001304, -0.057487, -0.080636, -0.001772
-0.080203, -15.433563, 0.001309, -0.055878, -0.080545, -0.002688
-0.083042, -15.991844, 0.001305, -0.055069, -0.080606, -0.001889
-0.085827, -16.551895, 0.001294, -0.051727, -0.080697, -0.000003
-0.088586, -17.114845, 0.001286, -0.048004, -0.080697, 0.001356
-0.091326, -17.679398, 0.001286, -0.044579, -0.080758, 0.001233
-0.094062, -18.243401, 0.001293, -0.042931, -0.080606, 0.000038
-0.096804, -18.805519, 0.001301, -0.042686, -0.080575, -0.001219
-0.099494, -19.365852, 0.001303, -0.040710, -0.080636, -0.001711
-0.102201, -19.925705, 0.001301, -0.040344, -0.080575, -0.001192
-0.104914, -20.486633, 0.001294, -0.040276, -0.080575, -0.000106
-0.107608, -21.049210, 0.001290, -0.039055, -0.080606, 0.000645
-0.110320, -21.612701, 0.001290, -0.038879, -0.080575, 0.000563
-0.113032, -22.175842, 0.001294, -0.038841, -0.080575, -0.000154
-0.115738, -22.737839, 0.001299, -0.038841, -0.080575, -0.000912
-0.118437, -23.298782, 0.001300, -0.038841, -0.080575, -0.001158
-0.121141, -23.859482, 0.001298, -0.039055, -0.080575, -0.000823
-0.123887, -24.420845, 0.001295, -0.041161, -0.080428, -0.000181
-0.126643, -24.983192, 0.001292, -0.042412, -0.080545, 0.000256
-0.129393, -25.546089, 0.001292, -0.042595, -0.080575, 0.000195
-0.132162, -26.108757, 0.001295, -0.043694, -0.080500, -0.000243
-0.134955, -26.670700, 0.001298, -0.045677, -0.080512, -0.000700
-0.137771, -27.231995, 0.001299, -0.047691, -0.080545, -0.000850
-0.140575, -27.793167, 0.001297, -0.048698, -0.080503, -0.000639
-0.143364, -28.354759, 0.001295, -0.048073, -0.080606, -0.000243
-0.146155, -28.916954, 0.001293, -0.047813, -0.080575, 0.000024
-0.148973, -29.479485, 0.001294, -0.048813, -0.080545, -0.000017
-0.151792, -30.041870, 0.001295, -0.049377, -0.080545, -0.000304
-0.154601, -30.603794, 0.001297, -0.049507, -0.080575, -0.000577
-0.157422, -31.165321, 0.001297, -0.050224, -0.080504, -0.000673
-0.160277, -31.726780, 0.001297, -0.052147, -0.080545, -0.000516
-0.163119, -32.288513, 0.001295, -0.052414, -0.080575, -0.000277
-0.165922, -32.850613, 0.001294, -0.050781, -0.080636, -0.000120
-0.168744, -33.412914, 0.001294, -0.050682, -0.080545, -0.000154
